,case:Amount,case:Permit RequestedBudget,case:TripDuration,case:TripStartMonth,case:TripEndMonth,time:Remaining,act_Declaration APPROVED,act_Declaration FINAL_APPROVED,act_Declaration REJECTED,act_Declaration SUBMITTED,act_Permit APPROVED,act_Permit FINAL_APPROVED,act_Permit REJECTED,act_Permit SUBMITTED,act_Request Payment,act_Send Reminder,res_ADMINISTRATION,res_BUDGET OWNER,res_DIRECTOR,res_EMPLOYEE,res_SUPERVISOR,res_UNDEFINED,naive_predictors_answer,predict value,error
26618,371.2596444170808,596.1407803175314,1.0,10.0,10,193748.0,2,1,0,1,2,1,0,1,0,0,2,2,0,2,2,0,6531169.004415011,407066.4850138887,213318.48501388868
26619,935.2025080275632,1800.4237411059,8.0,8.0,9,1144145.0,2,0,0,1,2,1,0,1,0,0,2,2,0,2,1,0,1220523.5413793097,780806.7265009922,-363338.2734990078
26620,147.69664283488382,813.4033156081911,2.0,10.0,11,2961518.0,0,0,0,0,2,1,0,1,0,0,1,1,0,1,1,0,1595048.004415011,7140938.554878967,4179420.554878967
26621,199.03360596821176,558.490459051709,2.0,9.0,9,537406.0,0,0,2,2,1,1,0,1,0,0,2,0,0,4,1,0,-830379.5199999996,1165156.6696994042,627750.6696994042
26622,199.03360596821176,558.490459051709,2.0,9.0,9,537401.0,1,0,2,2,1,1,0,1,0,0,3,0,0,4,1,0,-1013986.5199999996,829988.2993115076,292587.2993115076
26623,755.1180349435805,5041.638509398349,9.0,9.0,9,796110.0,2,1,2,2,3,1,0,1,0,0,3,2,1,4,2,0,5553355.48,445356.0962946429,-350753.9037053571
26624,169.40238981257278,834.2951256246051,5.0,9.0,9,189759.0,2,1,0,1,2,1,0,1,0,0,2,2,0,2,2,0,3542710.54137931,409915.67396726157,220156.67396726157
26625,371.2596444170808,596.1407803175314,1.0,10.0,10,189137.0,2,1,0,1,2,1,0,1,1,0,2,2,0,2,2,1,6529150.004415011,267227.4486140872,78090.44861408719
26626,317.841358453852,1675.4713771551271,5.0,9.0,9,534441.0,0,0,0,1,2,1,0,1,0,0,1,1,0,2,1,0,-4708410.32885906,1265936.623595238,731495.623595238
26627,317.841358453852,1675.4713771551271,5.0,9.0,9,534435.0,1,0,0,1,2,1,0,1,0,0,2,1,0,2,1,0,-4726407.32885906,1058091.9237638882,523656.9237638882
26628,5422.177459512163,6477.195223392583,20.0,8.0,9,188289.0,1,1,0,1,1,1,0,1,1,0,2,0,0,2,2,1,6464959.256756756,289558.2125158731,101269.21251587308
26629,86.8169614997871,878.8143421914481,3.0,9.0,9,187795.0,1,1,0,1,1,1,0,1,1,0,2,0,0,2,2,1,8243651.67114094,313948.5798263889,126153.57982638892
26630,1015.4321656299132,570.8126124480298,5.0,9.0,9,1397404.0,0,0,0,1,2,1,0,1,0,0,1,1,0,2,1,0,6028864.004415011,1913708.6240793648,516304.6240793648
26631,228.47010368003745,2604.615947748687,20.0,7.0,8,1746572.0,1,0,0,1,2,1,0,1,0,0,2,0,1,2,1,0,4764987.54137931,1189114.1825892862,-557457.8174107138
26632,264.13428658072604,578.0714673233601,4.0,9.0,9,187400.0,2,1,0,1,2,1,0,1,1,0,2,2,0,2,2,1,-197509.32885906007,274040.28385912697,86640.28385912697
26633,225.08217431744663,685.3424612596538,5.0,9.0,9,187348.0,2,1,0,1,2,1,0,1,1,0,2,2,0,2,2,1,-5116818.45862069,293008.783139881,105660.78313988098
26634,169.40238981257278,834.2951256246051,5.0,9.0,9,187156.0,2,1,0,1,2,1,0,1,1,0,2,2,0,2,2,1,3362973.54137931,297846.4694295637,110690.46942956367
26635,174.28893549164906,2265.8197518192173,3.0,9.0,9,187053.0,1,1,0,1,1,1,0,1,1,0,2,0,0,2,2,1,6464959.256756756,251535.6325406745,64482.6325406745
26636,466.0041063501456,716.4259836470627,4.0,9.0,9,186796.0,1,1,0,1,1,1,0,1,1,0,2,0,0,2,2,1,5555518.48,311068.63604464295,124272.63604464295
26637,3121.989216313148,3866.447709271361,22.0,9.0,9,532359.0,1,0,2,1,1,1,0,1,0,0,2,0,0,3,2,0,5097878.54137931,905763.7742261902,373404.7742261902
26638,1051.5283450119,2107.9660600882344,6.0,10.0,10,2004552.0000000002,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,4755604.256756756,8022989.611432541,6018437.611432541
26639,1051.5283450119,2107.9660600882344,6.0,10.0,10,2004539.0000000002,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,2142204.2567567565,7592885.00577182,5588346.00577182
26640,54.634858047004265,67.72642584668986,0.0,10.0,10,532087.0,0,0,0,1,1,1,0,1,0,0,1,0,0,2,1,0,142089.00441501103,1106986.9608898808,574899.9608898808
26641,54.634858047004265,67.72642584668986,0.0,10.0,10,532074.0,1,0,0,1,1,1,0,1,0,0,2,0,0,2,1,0,142025.00441501103,716712.8585277781,184638.85852777807
26642,3121.989216313148,3866.447709271361,22.0,9.0,9,531683.0,1,0,2,2,1,1,0,1,0,0,2,0,0,4,2,0,5091763.54137931,830337.6045972221,298654.60459722206
26643,3121.989216313148,3866.447709271361,22.0,9.0,9,531642.0,2,0,2,2,1,1,0,1,0,0,3,0,0,4,2,0,4062593.54137931,817311.8415704368,285669.84157043684
26644,505.9793229403333,614.2531811247463,2.0,9.0,9,790093.0,1,1,0,1,1,1,0,1,0,0,2,0,0,2,2,0,-458774.99558498897,512931.2451795636,-277161.7548204364
26645,1103.8076260987823,732.2601048907295,4.0,9.0,9,530625.0,1,1,0,1,1,1,0,1,0,0,2,0,0,2,2,0,5013646.54137931,419089.348232143,-111535.65176785702
26646,794.8263780702541,3975.079090889664,7.0,9.0,10,1133596.0,0,0,1,1,3,1,0,1,0,0,2,1,1,2,1,0,-4961799.995584989,1406991.0844692462,273395.0844692462
26647,3121.989216313148,3866.447709271361,22.0,9.0,9,528194.0,2,1,2,2,1,1,0,1,0,0,3,0,0,4,3,0,4059274.54137931,535205.3877579364,7011.387757936376
26648,2718.6012107933266,1770.7182911457198,4.0,10.0,10,4160475.0000000005,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,-3461515.7432432435,6887336.373389888,2726861.373389887
26649,2718.6012107933266,1770.7182911457198,4.0,10.0,10,4160474.0000000005,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,-3464426.7432432435,6913623.956481149,2753149.956481149
26650,432.3541453846517,785.0054194354055,10.0,8.0,9,787033.0,2,0,0,1,2,1,0,1,0,0,2,2,0,2,1,0,5097880.54137931,693152.6080942461,-93880.39190575387
26651,3757.5450107349575,1475.34286939902,9.0,8.0,8,527444.0,2,0,0,1,2,1,0,1,0,0,2,2,0,2,1,0,3385335.3095238097,830850.8827440474,303406.88274404744
26652,794.8263780702541,3975.079090889664,7.0,9.0,10,1131999.0,0,0,2,1,3,1,0,1,0,0,2,1,1,3,1,0,-4975542.995584989,1161860.71119742,29861.711197420023
26653,269.15165640369213,1046.515914001278,4.0,10.0,10,181209.0,1,1,0,1,1,1,0,1,0,0,2,0,0,2,2,0,8243651.67114094,511837.5299960319,330628.5299960319
26654,1114.7893421784115,2118.795614996391,9.0,9.0,10,1130894.0,0,0,0,1,1,1,0,1,0,0,1,0,0,2,1,0,5555518.48,1937531.2215496032,806637.2215496032
26655,2124.8543922230297,1115.0948925266696,5.0,9.0,9,525604.0,1,1,0,1,1,1,0,1,0,0,2,0,0,2,2,0,5097880.54137931,589162.079621032,63558.079621032
26656,562.8349495114991,947.6297138818618,1.0,9.0,9,525474.0,0,0,2,1,1,1,0,1,0,0,2,0,0,3,1,0,-10328179.995584989,1732244.8941964286,1206770.8941964286
26657,1114.7893421784115,2118.795614996391,9.0,9.0,10,1129892.0,1,0,0,1,1,1,0,1,0,0,2,0,0,2,1,0,5555474.48,998843.4119593262,-131048.58804067376
26658,54.634858047004265,67.72642584668986,0.0,10.0,10,524584.0,1,1,0,1,1,1,0,1,0,0,2,0,0,2,2,0,-539746.995584989,542691.6973045635,18107.69730456348
26659,107.65123833478768,291.2700357448563,3.0,9.0,9,1737692.0,0,0,0,1,1,1,0,1,0,0,1,0,0,2,1,0,7779693.30952381,1045933.6709682541,-691758.3290317459
26660,794.8263780702541,3975.079090889664,7.0,9.0,10,1129183.0,0,0,2,2,3,1,0,1,0,0,2,1,1,4,1,0,-5034895.995584989,1133546.8199533727,4363.819953372702
26661,794.8263780702541,3975.079090889664,7.0,9.0,10,1129175.0,1,0,2,2,3,1,0,1,0,0,3,1,1,4,1,0,6531174.004415011,985412.0497896824,-143762.95021031762
26662,1233.0799316646735,1275.789136703854,3.0,9.0,9,783481.0,0,0,2,2,1,1,0,1,0,0,2,0,0,4,1,0,2686854.54137931,665632.71547619,-117848.28452381003
26663,1233.0799316646735,1275.789136703854,3.0,9.0,9,783477.0,1,0,2,2,1,1,0,1,0,0,3,0,0,4,1,0,2686852.54137931,607531.1322827381,-175945.8677172619
26664,2828.623869965556,1993.1488398211968,4.0,11.0,11,5366101.0,0,0,0,0,1,1,0,1,0,0,1,0,0,1,1,0,1126228.5413793097,8185754.315891869,2819653.3158918694
26665,1315.57300723978,1552.256181850155,5.0,9.0,9,1128725.0,0,0,2,1,2,1,0,1,0,0,2,1,0,3,1,0,6356433.004415011,1283256.2104037702,154531.2104037702
26666,77.81986939127357,87.8894758910749,0.0,10.0,10,781664.0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,4429819.54137931,2804254.699000991,2022590.699000991
26667,77.81986939127357,87.8894758910749,0.0,10.0,10,781663.0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,-504654.4586206898,2629985.3270962313,1848322.3270962313
26668,82.77654956278631,57.09532529606752,0.0,10.0,10,781099.0,0,0,0,0,1,1,0,1,0,0,1,0,0,1,1,0,132976.00441501103,2345138.1947807516,1564039.1947807516
26669,60.44968248584072,1417.6630414311046,4.0,9.0,9,780968.0,2,1,0,1,2,1,0,1,0,0,2,2,0,2,2,0,5555518.48,413293.2713571428,-367674.7286428572
26670,138.28008743442103,134.8774220474304,4.0,9.0,9,174173.0,2,1,0,1,2,1,0,1,1,0,2,2,0,2,2,1,5461977.48,318538.8932152779,144365.89321527787
26671,0.0,2075.03726226816,5.0,8.0,8,174172.0,2,1,0,1,2,1,0,1,1,1,2,2,0,2,2,2,-172013.74324324355,273597.32925694465,99425.32925694465
26672,862.9666190860792,2080.8418813470403,5.0,8.0,9,1381926.0,0,0,0,1,2,1,0,1,0,0,1,1,0,2,1,0,5097839.54137931,1533404.7926121033,151478.79261210328
26673,862.9666190860792,2080.8418813470403,5.0,8.0,9,1381905.0,1,0,0,1,2,1,0,1,0,0,2,1,0,2,1,0,5033919.54137931,1243544.784489087,-138360.21551091294
26674,341.9594204131496,662.0221804513232,2.0,9.0,9,775882.0,0,0,0,1,1,1,0,1,0,0,1,0,0,2,1,0,5377012.48,1298821.5205664686,522939.5205664686
26675,341.9594204131496,662.0221804513232,2.0,9.0,9,775872.0,0,0,1,1,1,1,0,1,0,0,2,0,0,2,1,0,4963562.48,1623687.8576785717,847815.8576785717
26676,391.3801291908076,1324.0443609026463,6.0,9.0,9,775594.0,1,0,0,1,1,1,0,1,0,0,2,0,0,2,1,0,6874547.025,1023549.220780754,247955.220780754
26677,220.7989730872784,662.0221804513232,15.0,9.0,10,775439.0,0,0,0,1,1,1,0,1,0,0,1,0,0,2,1,0,3077340.025,1219279.900935516,443840.900935516
26678,1460.60320305017,1625.6577198023754,29.0,8.0,9,1379277.0,0,0,0,1,2,1,0,1,0,0,1,1,0,2,1,0,8155611.67114094,2652298.617525792,1273021.6175257922
26679,1460.60320305017,1625.6577198023754,29.0,8.0,9,1379254.0,1,0,0,1,2,1,0,1,0,0,2,1,0,2,1,0,8138406.67114094,1417263.2567351183,38009.25673511834
26680,899.0031878975716,1156.6074696231897,6.0,11.0,11,6218564.0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,-640721.7432432435,7619026.840903763,1400462.8409037627
26681,899.0031878975716,1156.6074696231897,6.0,11.0,11,6218562.0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,-1660611.7432432445,7986358.351839278,1767796.351839278
26682,953.2263593488226,3267.169984359567,6.0,9.0,9,1116764.0,0,0,0,1,1,1,0,1,0,0,1,0,0,2,1,0,5016710.54137931,1182072.954164683,65308.95416468289
26683,953.2263593488226,3267.169984359567,6.0,9.0,9,1116157.0,1,0,0,1,1,1,0,1,0,0,2,0,0,2,1,0,3357395.54137931,977330.9907351191,-138826.0092648809
26684,2330.0762908606125,2281.037145803724,3.0,9.0,9,1114096.0,0,0,2,2,1,1,0,1,0,0,2,0,0,4,1,0,5555518.48,874179.4400079362,-239916.5599920638
26685,4065.250112943772,3079.481984159078,6.0,9.0,10,1372967.0,0,0,0,1,2,1,0,1,0,0,1,0,1,2,1,0,3830230.9814814813,1890877.716030755,517910.7160307551
26686,2330.0762908606125,2281.037145803724,3.0,9.0,9,1113732.0,1,0,2,2,1,1,0,1,0,0,3,0,0,4,1,0,5555516.48,830799.136208334,-282932.863791666
26687,1015.4321656299132,570.8126124480298,5.0,9.0,9,1371880.0,1,0,0,1,2,1,0,1,0,0,2,1,0,2,1,0,50784.00441501103,1104718.236313492,-267161.76368650794
26688,490.1488276889461,1415.4965811487689,7.0,9.0,9,507269.00000000006,0,0,2,2,1,1,0,1,0,0,2,0,0,4,1,0,3216093.4800000004,849211.7305634923,341942.7305634922
26689,490.1488276889461,1415.4965811487689,7.0,9.0,9,507154.00000000006,1,0,2,2,1,1,0,1,0,0,3,0,0,4,1,0,3150597.4800000004,778276.5696785722,271122.5696785722
26690,4065.250112943772,3079.481984159078,6.0,9.0,10,1370588.0,0,0,1,1,2,1,0,1,0,0,2,0,1,2,1,0,3125175.9814814813,1803501.7957093262,432913.79570932616
26691,117.64832217076967,2322.6727166197666,15.0,10.0,11,3503739.0,0,0,0,0,3,0,0,1,0,0,1,1,0,1,1,0,3303500.54137931,8034786.135930556,4531047.135930556
26692,1528.0349644897549,1170.022365353742,4.0,9.0,9,476132.00000000006,2,1,0,1,2,1,0,1,0,0,2,2,0,2,2,0,-2666721.995584989,598467.3030565475,122335.30305654748
26693,114.53370853526653,242.302561000218,0.0,9.0,9,1689335.0,0,0,0,0,2,1,0,1,0,0,1,1,0,1,1,0,6467821.004415011,5224665.313075396,3535330.313075396
26694,22.274429049766837,61.538754358821855,0.0,9.0,9,1689335.0,0,0,0,0,2,1,0,1,0,0,1,1,0,1,1,0,3663499.004415011,2739052.267894841,1049717.2678948408
26695,335.0720196510457,613.2348766054901,1.0,10.0,10,1689335.0,0,0,0,0,2,1,0,1,0,0,1,1,0,1,1,0,6531174.004415011,4770629.022211308,3081294.0222113077
26696,0.0,0.0,4.0,10.0,10,3153164.0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,6464959.256756756,6149957.929726187,2996793.929726187
26697,0.0,0.0,4.0,10.0,10,3153161.0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,6464953.256756756,6363716.357344246,3210555.3573442455
26698,0.0,0.0,4.0,10.0,10,3148772.0,0,0,0,0,2,0,0,1,0,0,1,1,0,1,0,0,6464012.256756756,5701138.238789678,2552366.2387896776
26699,317.841358453852,1675.4713771551271,5.0,9.0,9,466665.0,2,0,0,1,2,1,0,1,0,0,2,2,0,2,1,0,8243651.67114094,881176.8715625012,414511.8715625012
26700,199.03360596821176,558.490459051709,2.0,9.0,9,465584.0,1,1,2,2,1,1,0,1,0,0,3,0,0,4,2,0,-1100303.5199999996,616987.3034712299,151403.30347122985
26701,317.841358453852,1675.4713771551271,5.0,9.0,9,464591.0,2,1,0,1,2,1,0,1,0,0,2,2,0,2,2,0,8243646.67114094,589746.4311666662,125155.43116666621
26702,225.08009835236945,834.2951256246051,5.0,9.0,9,464503.0,2,0,0,1,2,1,0,1,0,0,2,2,0,2,1,0,5097877.54137931,486053.6303333337,21550.630333333684
26703,562.8349495114991,947.6297138818618,1.0,9.0,9,463947.0,0,0,2,2,1,1,0,1,0,0,2,0,0,4,1,0,-10399136.995584989,1503867.2699146823,1039920.2699146823
26704,562.8349495114991,947.6297138818618,1.0,9.0,9,463942.0,1,0,2,2,1,1,0,1,0,0,3,0,0,4,1,0,6531174.004415011,785435.7664097227,321493.76640972274
26705,77.81986939127357,87.8894758910749,0.0,10.0,10,723137.0,0,0,0,0,1,1,0,1,0,0,1,0,0,1,1,0,-685835.4586206898,2662942.293175596,1939805.2931755958
26706,1159.3684383611542,1065.1441483176682,2.0,10.0,10,1327660.0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1885494.2567567565,5672991.089503969,4345331.089503969
26707,1159.3684383611542,1065.1441483176682,2.0,10.0,10,1327658.0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1810396.2567567565,5435759.609376983,4108101.609376983
26708,99.5941076548315,160.63565750779273,2.0,9.0,10,117886.00000000001,2,1,0,1,2,1,0,1,1,0,2,2,0,2,2,1,5097880.54137931,299826.52396428585,181940.52396428585
26709,794.8263780702541,3975.079090889664,7.0,9.0,10,1065815.0,2,0,2,2,3,1,0,1,0,0,3,2,1,4,1,0,6531173.004415011,758466.5466636907,-307348.4533363093
26710,490.1488276889461,1415.4965811487689,7.0,9.0,9,460675.0,1,1,2,2,1,1,0,1,0,0,3,0,0,4,2,0,2951856.4800000004,442900.20683432557,-17774.793165674433
26711,143.74736923594236,2684.410177771923,7.0,8.0,8,1673258.0,1,0,0,1,2,1,0,1,0,0,2,0,1,2,1,0,4051147.54137931,1081960.0837876985,-591297.9162123015
26712,269.15165640369213,1046.515914001278,4.0,10.0,10,113976.0,1,1,0,1,1,1,0,1,1,0,2,0,0,2,2,1,8243648.67114094,379281.2455843253,265305.2455843253
26713,705.6357312213697,206.5647831244572,4.0,9.0,9,1063173.0,0,0,2,2,2,1,0,1,0,0,2,1,0,4,1,0,4200407.025,1098741.4271825391,35568.42718253913
26714,705.6357312213697,206.5647831244572,4.0,9.0,9,1063165.0,1,0,2,2,2,1,0,1,0,0,3,1,0,4,1,0,4198556.025,1009287.5650505954,-53877.43494940456
26715,370.6696916931203,167.60913791958035,2.0,9.0,9,458200.0,0,0,0,1,1,1,0,1,0,0,1,0,0,2,1,0,2367305.54137931,1003382.9495694448,545182.9495694448
26716,82.54290194756322,226.12033811990293,2.0,9.0,9,1322221.0,2,1,0,1,2,1,0,1,0,0,2,2,0,2,2,0,1030101.2567567565,404200.6756706349,-918020.324329365
26717,370.6696916931203,167.60913791958035,2.0,9.0,9,458190.0,1,0,0,1,1,1,0,1,0,0,2,0,0,2,1,0,1943110.5413793102,888187.5409017858,429997.54090178583
26718,1041.9701388705382,1057.677881555846,4.0,10.0,10,4349727.0,0,0,0,0,2,1,0,1,0,0,1,1,0,1,1,0,6531174.004415011,5761936.255964282,1412209.255964282
26719,70.10109073251819,990.9914251321242,4.0,8.0,8,456521.0,0,0,0,1,2,1,0,1,0,1,1,1,0,2,1,1,2669132.54137931,1061601.061710318,605080.0617103181
26720,23.49778968872129,51.45812590922964,2.0,9.0,9,455625.0,1,0,0,1,1,1,0,1,0,0,2,0,0,2,1,0,-11058597.458620692,953906.3800496032,498281.3800496032
26721,70.10109073251819,990.9914251321242,4.0,8.0,8,455563.0,1,0,0,1,2,1,0,1,0,1,2,1,0,2,1,1,1818935.5413793102,957937.4787648806,502374.47876488056
26722,231.99055694689952,1454.4619346447694,2.0,10.0,10,714587.0,1,1,0,1,1,1,0,1,0,0,2,0,0,2,2,0,5555518.48,412319.69769742055,-302267.30230257945
26723,23.49778968872129,51.45812590922964,2.0,9.0,9,455346.0,1,1,0,1,1,1,0,1,0,0,2,0,0,2,2,0,-11139346.458620692,742395.2838303572,287049.28383035725
26724,809.0490589247099,990.9914251321242,4.0,8.0,8,455275.0,0,0,0,1,2,1,0,1,0,1,1,1,0,2,1,1,3971848.54137931,1080542.7077599203,625267.7077599203
26725,495.2386406330604,397.9865462406846,4.0,9.0,10,2877822.0,0,0,0,1,2,1,0,1,0,0,1,1,0,2,1,0,-2894989.5199999996,1623508.6672202367,-1254313.3327797633
26726,495.2386406330604,397.9865462406846,4.0,9.0,10,2877811.0,1,0,0,1,2,1,0,1,0,0,2,1,0,2,1,0,-2895177.5199999996,1368230.0319027782,-1509580.9680972218
26727,1166.8624997102634,1135.972400560718,5.0,9.0,9,1059768.0,0,0,0,1,1,1,0,1,0,0,1,0,0,2,1,0,2763080.54137931,1237874.9716964292,178106.9716964292
26728,370.6696916931203,167.60913791958035,2.0,9.0,9,454884.0,1,1,0,1,1,1,0,1,0,0,2,0,0,2,2,0,5097880.54137931,562975.3626646823,108091.36266468232
26729,63.68143336594162,949.0054149939542,4.0,8.0,8,454862.0,1,1,0,1,1,1,0,1,0,1,2,0,0,2,2,1,5555512.48,520955.44822321454,66093.44822321454
26730,809.0490589247099,990.9914251321242,4.0,8.0,8,454853.0,0,0,1,1,2,1,0,1,0,1,2,1,0,2,1,1,3935293.54137931,1527990.6346805561,1073137.6346805561
26731,618.4950172116796,459.7894452490089,2.0,10.0,10,454834.0,1,1,0,1,1,1,0,1,0,0,2,0,0,2,2,0,3402205.4800000004,398579.980657738,-56254.01934226201
26732,1159.3684383611542,1065.1441483176682,2.0,10.0,10,1318810.0,0,0,0,0,1,1,0,1,0,0,1,0,0,1,1,0,1810395.2567567565,5622915.8906855155,4304105.8906855155
26733,562.8349495114991,947.6297138818618,1.0,9.0,9,454704.0,1,1,2,2,1,1,0,1,0,0,3,0,0,4,2,0,6351084.004415011,512786.84951388894,58082.84951388894
26734,2368.5217403239303,1503.3688189238158,7.0,9.0,9,2272649.0,0,0,0,1,2,1,0,1,0,0,1,1,0,2,1,0,-2783562.4586206907,1818625.3912162695,-454023.60878373054
26735,657.5093316646943,659.5618139916102,5.0,9.0,10,453437.0,0,0,0,1,1,1,0,1,0,0,1,0,0,2,1,0,4734513.004415011,1418981.4251934523,965544.4251934523
26736,683.2488664139588,820.736721310313,3.0,10.0,10,1925613.0000000002,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1286640.2567567565,7296514.25252877,5370901.25252877
26737,683.2488664139588,820.736721310313,3.0,10.0,10,1925611.0000000002,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,617188.2567567565,7603064.667217264,5677453.667217264
26738,160.2532294314161,291.0342086368209,3.0,10.0,10,1057358.0,0,0,0,1,1,1,0,1,0,0,1,0,0,2,1,0,4999137.004415011,838020.4440992064,-219337.55590079364
26739,118.66261562858574,236.2445268164987,1.0,10.0,10,711627.0,0,0,0,1,1,1,0,1,0,0,1,0,0,2,1,0,2273853.54137931,960003.6820138895,248376.68201388954
26740,657.5093316646943,659.5618139916102,5.0,9.0,10,452408.0,1,0,0,1,1,1,0,1,0,0,2,0,0,2,1,0,4123955.004415011,970835.3109811514,518427.3109811514
26741,160.2532294314161,291.0342086368209,3.0,10.0,10,1057080.0,1,0,0,1,1,1,0,1,0,0,2,0,0,2,1,0,4999134.004415011,591890.1375932536,-465189.86240674637
26742,765.9547888643799,421.36441205904623,3.0,10.0,10,1315700.0,0,0,0,1,2,1,0,1,0,0,1,1,0,2,1,0,4859952.54137931,1530829.1767093244,215129.17670932435
26743,301.8328564185064,280.0396647166119,0.0,10.0,10,710854.0,0,0,0,1,1,1,0,1,0,0,1,0,0,2,1,0,3705899.54137931,909970.0513323414,199116.0513323414
26744,168.907012981608,146.13517769159043,1.0,10.0,10,104526.0,1,1,0,1,1,1,0,1,1,0,2,0,0,2,2,1,534953.5413793102,273712.54188392835,169186.54188392835
26745,550.6012864619312,1080.1833279430325,8.0,10.0,11,4340359.0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,-9841363.743243245,6027922.959450399,1687563.9594503986
26746,550.6012864619312,1080.1833279430325,8.0,10.0,11,4340356.0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,-9841371.743243245,6358770.5225972235,2018414.5225972235
